IP;time
217.216.50.154; 2016-02-27T18:12:22.750Z
83.56.240.105; 2016-02-27T18:12:23.172Z
84.122.195.50; 2016-02-27T18:12:23.734Z
83.56.240.105; 2016-02-27T18:12:24.068Z
83.56.240.105; 2016-02-27T18:12:25.176Z
83.56.240.105; 2016-02-27T18:12:26.062Z
83.56.240.105; 2016-02-27T18:12:26.992Z
83.56.240.105; 2016-02-27T18:12:27.284Z
83.56.240.105; 2016-02-27T18:12:28.002Z
83.56.240.105; 2016-02-27T18:12:28.837Z
83.56.240.105; 2016-02-27T18:12:30.042Z
83.56.240.105; 2016-02-27T18:12:31.172Z
84.122.195.50; 2016-02-27T18:12:31.281Z
83.56.240.105; 2016-02-27T18:12:32.075Z
83.56.240.105; 2016-02-27T18:12:32.208Z
83.56.240.105; 2016-02-27T18:12:33.021Z
83.56.240.105; 2016-02-27T18:12:34.320Z
83.56.240.105; 2016-02-27T18:12:35.205Z
83.56.240.105; 2016-02-27T18:12:36.340Z
83.56.240.105; 2016-02-27T18:12:37.087Z
83.56.240.105; 2016-02-27T18:12:37.346Z
83.56.240.105; 2016-02-27T18:12:38.445Z
84.122.195.50; 2016-02-27T18:12:38.994Z
83.56.240.105; 2016-02-27T18:12:39.322Z
83.56.240.105; 2016-02-27T18:12:40.324Z
83.56.240.105; 2016-02-27T18:12:41.295Z
83.56.240.105; 2016-02-27T18:12:41.929Z
83.56.240.105; 2016-02-27T18:12:42.478Z
83.56.240.105; 2016-02-27T18:12:43.373Z
83.56.240.105; 2016-02-27T18:12:44.321Z
83.56.240.105; 2016-02-27T18:12:45.535Z
83.56.240.105; 2016-02-27T18:12:46.645Z
83.56.240.105; 2016-02-27T18:12:46.730Z
84.122.195.50; 2016-02-27T18:12:47.641Z
83.56.240.105; 2016-02-27T18:12:47.760Z
83.56.240.105; 2016-02-27T18:12:48.664Z
83.56.240.105; 2016-02-27T18:12:49.623Z
83.56.240.105; 2016-02-27T18:12:50.555Z
83.56.240.105; 2016-02-27T18:12:51.578Z
83.56.240.105; 2016-02-27T18:12:51.587Z
83.56.240.105; 2016-02-27T18:12:52.576Z
83.56.240.105; 2016-02-27T18:12:53.631Z
83.56.240.105; 2016-02-27T18:12:54.983Z
83.56.240.105; 2016-02-27T18:12:56.083Z
84.122.195.50; 2016-02-27T18:12:56.095Z
83.56.240.105; 2016-02-27T18:12:56.781Z
83.56.240.105; 2016-02-27T18:12:57.267Z
83.56.240.105; 2016-02-27T18:12:58.287Z
83.56.240.105; 2016-02-27T18:12:59.230Z
83.56.240.105; 2016-02-27T18:13:00.229Z
83.56.240.105; 2016-02-27T18:13:01.245Z
83.56.240.105; 2016-02-27T18:13:01.536Z
83.56.240.105; 2016-02-27T18:13:02.365Z
83.56.240.105; 2016-02-27T18:13:03.293Z
84.122.195.50; 2016-02-27T18:13:04.058Z
83.56.240.105; 2016-02-27T18:13:04.344Z
83.56.240.105; 2016-02-27T18:13:05.325Z
83.56.240.105; 2016-02-27T18:13:06.340Z
83.56.240.105; 2016-02-27T18:13:06.442Z
83.56.240.105; 2016-02-27T18:13:07.590Z
83.56.240.105; 2016-02-27T18:13:08.734Z
83.56.240.105; 2016-02-27T18:13:09.754Z
83.56.240.105; 2016-02-27T18:13:10.732Z
83.56.240.105; 2016-02-27T18:13:11.222Z
83.56.240.105; 2016-02-27T18:13:11.789Z
83.56.240.105; 2016-02-27T18:13:13.070Z
83.56.240.105; 2016-02-27T18:13:14.274Z
83.56.240.105; 2016-02-27T18:13:15.575Z
83.56.240.105; 2016-02-27T18:13:16.425Z
83.56.240.105; 2016-02-27T18:13:16.836Z
84.122.195.50; 2016-02-27T18:13:17.536Z
83.56.240.105; 2016-02-27T18:13:17.869Z
83.56.240.105; 2016-02-27T18:13:18.959Z
83.56.240.105; 2016-02-27T18:13:20.061Z
83.56.240.105; 2016-02-27T18:13:21.180Z
83.56.240.105; 2016-02-27T18:13:21.332Z
83.56.240.105; 2016-02-27T18:13:22.362Z
83.56.240.105; 2016-02-27T18:13:23.542Z
83.56.240.105; 2016-02-27T18:13:24.764Z
84.122.195.50; 2016-02-27T18:13:25.118Z
83.56.240.105; 2016-02-27T18:13:25.883Z
83.56.240.105; 2016-02-27T18:13:26.514Z
83.56.240.105; 2016-02-27T18:13:27.119Z
83.56.240.105; 2016-02-27T18:13:28.356Z
83.56.240.105; 2016-02-27T18:13:29.730Z
83.56.240.105; 2016-02-27T18:13:30.860Z
83.56.240.105; 2016-02-27T18:13:31.572Z
83.56.240.105; 2016-02-27T18:13:32.030Z
84.122.195.50; 2016-02-27T18:13:32.304Z
83.56.240.105; 2016-02-27T18:13:33.356Z
83.56.240.105; 2016-02-27T18:13:34.615Z
83.56.240.105; 2016-02-27T18:13:35.744Z
83.56.240.105; 2016-02-27T18:13:36.885Z
83.56.240.105; 2016-02-27T18:13:36.904Z
83.56.240.105; 2016-02-27T18:13:38.012Z
83.56.240.105; 2016-02-27T18:13:39.093Z
84.122.195.50; 2016-02-27T18:13:39.984Z
83.56.240.105; 2016-02-27T18:13:40.347Z
83.56.240.105; 2016-02-27T18:13:41.643Z
83.56.240.105; 2016-02-27T18:13:41.659Z
83.56.240.105; 2016-02-27T18:13:42.984Z
83.56.240.105; 2016-02-27T18:13:44.124Z
83.56.240.105; 2016-02-27T18:13:45.265Z
83.56.240.105; 2016-02-27T18:13:46.439Z
83.56.240.105; 2016-02-27T18:13:46.549Z
217.217.182.1; 2016-02-27T18:13:46.758Z
217.217.182.1; 2016-02-27T18:13:47.623Z
83.56.240.105; 2016-02-27T18:13:47.644Z
84.122.195.50; 2016-02-27T18:13:47.751Z
217.217.182.1; 2016-02-27T18:13:48.476Z
83.56.240.105; 2016-02-27T18:13:48.964Z
217.217.182.1; 2016-02-27T18:13:49.330Z
83.56.240.105; 2016-02-27T18:13:50.222Z
217.217.182.1; 2016-02-27T18:13:51.390Z
83.56.240.105; 2016-02-27T18:13:51.492Z
83.56.240.105; 2016-02-27T18:13:51.593Z
217.217.182.1; 2016-02-27T18:13:52.314Z
217.217.182.1; 2016-02-27T18:13:53.162Z
83.56.240.105; 2016-02-27T18:13:53.254Z
217.217.182.1; 2016-02-27T18:13:54.177Z
83.56.240.105; 2016-02-27T18:13:54.508Z
83.56.240.105; 2016-02-27T18:13:55.815Z
84.122.195.50; 2016-02-27T18:13:55.875Z
217.217.182.1; 2016-02-27T18:13:55.970Z
83.56.240.105; 2016-02-27T18:13:56.707Z
83.56.240.105; 2016-02-27T18:13:57.177Z
217.217.182.1; 2016-02-27T18:13:57.204Z
217.217.182.1; 2016-02-27T18:13:58.060Z
83.56.240.105; 2016-02-27T18:13:58.439Z
217.217.182.1; 2016-02-27T18:13:59.016Z
83.56.240.105; 2016-02-27T18:13:59.847Z
217.217.182.1; 2016-02-27T18:13:59.876Z
217.217.182.1; 2016-02-27T18:14:00.748Z
83.56.240.105; 2016-02-27T18:14:01.162Z
217.217.182.1; 2016-02-27T18:14:01.778Z
83.56.240.105; 2016-02-27T18:14:01.982Z
83.56.240.105; 2016-02-27T18:14:02.606Z
217.217.182.1; 2016-02-27T18:14:02.652Z
217.216.50.154; 2016-02-27T18:14:02.994Z
84.122.195.50; 2016-02-27T18:14:03.337Z
217.217.182.1; 2016-02-27T18:14:03.517Z
83.56.240.105; 2016-02-27T18:14:04.019Z
217.217.182.1; 2016-02-27T18:14:04.419Z
83.56.240.105; 2016-02-27T18:14:05.276Z
217.217.182.1; 2016-02-27T18:14:05.307Z
217.217.182.1; 2016-02-27T18:14:06.200Z
83.56.240.105; 2016-02-27T18:14:06.541Z
83.56.240.105; 2016-02-27T18:14:06.977Z
217.217.182.1; 2016-02-27T18:14:07.103Z
83.56.240.105; 2016-02-27T18:14:07.852Z
217.217.182.1; 2016-02-27T18:14:08.147Z
217.217.182.1; 2016-02-27T18:14:09.022Z
83.56.240.105; 2016-02-27T18:14:09.135Z
217.217.182.1; 2016-02-27T18:14:09.919Z
83.56.240.105; 2016-02-27T18:14:10.428Z
217.217.182.1; 2016-02-27T18:14:10.812Z
84.122.195.50; 2016-02-27T18:14:11.270Z
217.217.182.1; 2016-02-27T18:14:11.714Z
83.56.240.105; 2016-02-27T18:14:11.717Z
83.56.240.105; 2016-02-27T18:14:12.050Z
217.217.182.1; 2016-02-27T18:14:12.745Z
83.56.240.105; 2016-02-27T18:14:13.054Z
217.217.182.1; 2016-02-27T18:14:13.603Z
83.56.240.105; 2016-02-27T18:14:14.394Z
217.217.182.1; 2016-02-27T18:14:14.464Z
217.217.182.1; 2016-02-27T18:14:15.395Z
83.56.240.105; 2016-02-27T18:14:15.680Z
217.217.182.1; 2016-02-27T18:14:16.354Z
83.56.240.105; 2016-02-27T18:14:16.922Z
217.217.182.1; 2016-02-27T18:14:17.279Z
83.56.240.105; 2016-02-27T18:14:17.569Z
217.217.182.1; 2016-02-27T18:14:18.195Z
83.56.240.105; 2016-02-27T18:14:18.201Z
217.217.182.1; 2016-02-27T18:14:19.265Z
83.56.240.105; 2016-02-27T18:14:19.472Z
84.122.195.50; 2016-02-27T18:14:20.027Z
217.217.182.1; 2016-02-27T18:14:20.156Z
83.56.240.105; 2016-02-27T18:14:20.727Z
217.217.182.1; 2016-02-27T18:14:21.052Z
217.217.182.1; 2016-02-27T18:14:21.969Z
83.56.240.105; 2016-02-27T18:14:22.198Z
83.56.240.105; 2016-02-27T18:14:22.797Z
217.217.182.1; 2016-02-27T18:14:22.948Z
83.56.240.105; 2016-02-27T18:14:23.522Z
217.217.182.1; 2016-02-27T18:14:24.021Z
217.217.182.1; 2016-02-27T18:14:24.951Z
83.56.240.105; 2016-02-27T18:14:25.039Z
217.217.182.1; 2016-02-27T18:14:26.181Z
83.56.240.105; 2016-02-27T18:14:26.393Z
217.217.182.1; 2016-02-27T18:14:27.105Z
84.122.195.50; 2016-02-27T18:14:27.124Z
83.56.240.105; 2016-02-27T18:14:27.995Z
217.217.182.1; 2016-02-27T18:14:28.136Z
83.56.240.105; 2016-02-27T18:14:28.237Z
217.217.182.1; 2016-02-27T18:14:29.055Z
83.56.240.105; 2016-02-27T18:14:29.330Z
217.217.182.1; 2016-02-27T18:14:30.031Z
83.56.240.105; 2016-02-27T18:14:30.601Z
217.217.182.1; 2016-02-27T18:14:31.190Z
83.56.240.105; 2016-02-27T18:14:32.025Z
217.217.182.1; 2016-02-27T18:14:32.293Z
83.56.240.105; 2016-02-27T18:14:33.204Z
83.56.240.105; 2016-02-27T18:14:33.306Z
217.217.182.1; 2016-02-27T18:14:33.388Z
217.217.182.1; 2016-02-27T18:14:34.471Z
83.56.240.105; 2016-02-27T18:14:34.556Z
217.217.182.1; 2016-02-27T18:14:35.565Z
83.56.240.105; 2016-02-27T18:14:35.809Z
217.217.182.1; 2016-02-27T18:14:36.674Z
83.56.240.105; 2016-02-27T18:14:37.275Z
217.217.182.1; 2016-02-27T18:14:37.864Z
83.56.240.105; 2016-02-27T18:14:38.521Z
83.56.240.105; 2016-02-27T18:14:38.566Z
217.217.182.1; 2016-02-27T18:14:38.963Z
83.56.240.105; 2016-02-27T18:14:40.047Z
217.217.182.1; 2016-02-27T18:14:40.080Z
217.217.182.1; 2016-02-27T18:14:41.246Z
83.56.240.105; 2016-02-27T18:14:41.301Z
217.217.182.1; 2016-02-27T18:14:42.542Z
83.56.240.105; 2016-02-27T18:14:42.562Z
83.56.240.105; 2016-02-27T18:14:43.552Z
217.217.182.1; 2016-02-27T18:14:43.659Z
83.56.240.105; 2016-02-27T18:14:43.836Z
217.217.182.1; 2016-02-27T18:14:44.892Z
83.56.240.105; 2016-02-27T18:14:45.091Z
217.217.182.1; 2016-02-27T18:14:46.032Z
83.56.240.105; 2016-02-27T18:14:46.356Z
217.217.182.1; 2016-02-27T18:14:47.201Z
83.56.240.105; 2016-02-27T18:14:47.644Z
217.217.182.1; 2016-02-27T18:14:48.499Z
83.56.240.105; 2016-02-27T18:14:48.632Z
83.56.240.105; 2016-02-27T18:14:48.915Z
217.217.182.1; 2016-02-27T18:14:49.772Z
83.56.240.105; 2016-02-27T18:14:50.225Z
217.217.182.1; 2016-02-27T18:14:50.939Z
83.56.240.105; 2016-02-27T18:14:51.507Z
217.217.182.1; 2016-02-27T18:14:52.113Z
83.56.240.105; 2016-02-27T18:14:52.949Z
217.217.182.1; 2016-02-27T18:14:53.365Z
83.56.240.105; 2016-02-27T18:14:53.707Z
83.56.240.105; 2016-02-27T18:14:54.367Z
217.217.182.1; 2016-02-27T18:14:54.644Z
83.56.240.105; 2016-02-27T18:14:55.629Z
217.217.182.1; 2016-02-27T18:14:55.942Z
83.56.240.105; 2016-02-27T18:14:56.891Z
217.217.182.1; 2016-02-27T18:14:57.213Z
83.56.240.105; 2016-02-27T18:14:58.427Z
217.217.182.1; 2016-02-27T18:14:58.586Z
83.56.240.105; 2016-02-27T18:14:58.782Z
83.56.240.105; 2016-02-27T18:14:59.701Z
217.217.182.1; 2016-02-27T18:14:59.903Z
83.56.240.105; 2016-02-27T18:15:00.966Z
217.217.182.1; 2016-02-27T18:15:01.194Z
83.56.240.105; 2016-02-27T18:15:02.251Z
217.217.182.1; 2016-02-27T18:15:02.480Z
83.56.240.105; 2016-02-27T18:15:03.545Z
217.217.182.1; 2016-02-27T18:15:03.681Z
83.56.240.105; 2016-02-27T18:15:03.937Z
83.56.240.105; 2016-02-27T18:15:04.889Z
217.217.182.1; 2016-02-27T18:15:04.987Z
83.56.240.105; 2016-02-27T18:15:06.163Z
217.217.182.1; 2016-02-27T18:15:06.280Z
83.56.240.105; 2016-02-27T18:15:07.448Z
217.217.182.1; 2016-02-27T18:15:07.565Z
83.56.240.105; 2016-02-27T18:15:08.729Z
217.217.182.1; 2016-02-27T18:15:08.851Z
83.56.240.105; 2016-02-27T18:15:09.009Z
83.56.240.105; 2016-02-27T18:15:10.118Z
217.217.182.1; 2016-02-27T18:15:10.297Z
83.56.240.105; 2016-02-27T18:15:11.384Z
217.217.182.1; 2016-02-27T18:15:11.724Z
83.56.240.105; 2016-02-27T18:15:12.903Z
217.217.182.1; 2016-02-27T18:15:13.295Z
83.56.240.105; 2016-02-27T18:15:14.112Z
83.56.240.105; 2016-02-27T18:15:14.213Z
217.217.182.1; 2016-02-27T18:15:14.688Z
83.56.240.105; 2016-02-27T18:15:15.482Z
217.217.182.1; 2016-02-27T18:15:16.326Z
83.56.240.105; 2016-02-27T18:15:16.770Z
83.56.240.105; 2016-02-27T18:15:18.074Z
217.217.182.1; 2016-02-27T18:15:18.096Z
83.56.240.105; 2016-02-27T18:15:19.340Z
217.217.182.1; 2016-02-27T18:15:19.486Z
83.56.240.105; 2016-02-27T18:15:19.852Z
217.217.182.1; 2016-02-27T18:15:20.843Z
83.56.240.105; 2016-02-27T18:15:21.152Z
83.56.240.105; 2016-02-27T18:15:22.304Z
83.56.240.105; 2016-02-27T18:15:23.817Z
217.217.182.1; 2016-02-27T18:15:23.933Z
83.56.240.105; 2016-02-27T18:15:24.526Z
83.56.240.105; 2016-02-27T18:15:25.098Z
217.217.182.1; 2016-02-27T18:15:25.389Z
83.56.240.105; 2016-02-27T18:15:26.387Z
217.217.182.1; 2016-02-27T18:15:26.829Z
83.56.240.105; 2016-02-27T18:15:27.703Z
217.217.182.1; 2016-02-27T18:15:28.664Z
83.56.240.105; 2016-02-27T18:15:29.002Z
83.56.240.105; 2016-02-27T18:15:29.470Z
217.217.182.1; 2016-02-27T18:15:30.008Z
83.56.240.105; 2016-02-27T18:15:30.308Z
217.217.182.1; 2016-02-27T18:15:31.425Z
83.56.240.105; 2016-02-27T18:15:31.608Z
217.217.182.1; 2016-02-27T18:15:32.745Z
83.56.240.105; 2016-02-27T18:15:32.877Z
217.217.182.1; 2016-02-27T18:15:34.069Z
83.56.240.105; 2016-02-27T18:15:34.457Z
83.56.240.105; 2016-02-27T18:15:34.644Z
217.217.182.1; 2016-02-27T18:15:35.861Z
83.56.240.105; 2016-02-27T18:15:36.266Z
217.217.182.1; 2016-02-27T18:15:37.197Z
83.56.240.105; 2016-02-27T18:15:37.556Z
217.217.182.1; 2016-02-27T18:15:38.505Z
83.56.240.105; 2016-02-27T18:15:38.832Z
83.56.240.105; 2016-02-27T18:15:39.713Z
83.56.240.105; 2016-02-27T18:15:40.110Z
217.217.182.1; 2016-02-27T18:15:40.629Z
83.56.240.105; 2016-02-27T18:15:41.789Z
217.217.182.1; 2016-02-27T18:15:42.307Z
217.216.50.154; 2016-02-27T18:15:43.010Z
83.56.240.105; 2016-02-27T18:15:43.100Z
217.217.182.1; 2016-02-27T18:15:43.683Z
83.56.240.105; 2016-02-27T18:15:44.803Z
217.217.182.1; 2016-02-27T18:15:45.021Z
83.56.240.105; 2016-02-27T18:15:45.159Z
83.56.240.105; 2016-02-27T18:15:46.063Z
217.217.182.1; 2016-02-27T18:15:46.383Z
83.56.240.105; 2016-02-27T18:15:47.343Z
217.217.182.1; 2016-02-27T18:15:47.874Z
83.56.240.105; 2016-02-27T18:15:48.615Z
217.217.182.1; 2016-02-27T18:15:49.215Z
83.56.240.105; 2016-02-27T18:15:49.923Z
83.56.240.105; 2016-02-27T18:15:50.182Z
217.217.182.1; 2016-02-27T18:15:50.540Z
83.56.240.105; 2016-02-27T18:15:51.277Z
217.217.182.1; 2016-02-27T18:15:51.860Z
83.56.240.105; 2016-02-27T18:15:52.565Z
217.217.182.1; 2016-02-27T18:15:53.184Z
83.56.240.105; 2016-02-27T18:15:53.905Z
217.217.182.1; 2016-02-27T18:15:54.841Z
83.56.240.105; 2016-02-27T18:15:55.273Z
83.56.240.105; 2016-02-27T18:15:55.482Z
217.217.182.1; 2016-02-27T18:15:56.282Z
83.56.240.105; 2016-02-27T18:15:56.767Z
217.217.182.1; 2016-02-27T18:15:57.626Z
83.56.240.105; 2016-02-27T18:15:58.115Z
217.217.182.1; 2016-02-27T18:15:58.943Z
83.56.240.105; 2016-02-27T18:15:59.457Z
83.56.240.105; 2016-02-27T18:16:00.153Z
217.217.182.1; 2016-02-27T18:16:00.265Z
83.56.240.105; 2016-02-27T18:16:00.767Z
217.217.182.1; 2016-02-27T18:16:01.587Z
83.56.240.105; 2016-02-27T18:16:02.112Z
217.217.182.1; 2016-02-27T18:16:02.955Z
83.56.240.105; 2016-02-27T18:16:03.516Z
217.217.182.1; 2016-02-27T18:16:04.352Z
83.56.240.105; 2016-02-27T18:16:04.853Z
83.56.240.105; 2016-02-27T18:16:05.271Z
217.217.182.1; 2016-02-27T18:16:06.110Z
83.56.240.105; 2016-02-27T18:16:06.237Z
217.217.182.1; 2016-02-27T18:16:07.502Z
83.56.240.105; 2016-02-27T18:16:07.617Z
83.56.240.105; 2016-02-27T18:16:08.949Z
217.217.182.1; 2016-02-27T18:16:08.964Z
83.56.240.105; 2016-02-27T18:16:10.281Z
217.217.182.1; 2016-02-27T18:16:10.794Z
83.56.240.105; 2016-02-27T18:16:10.891Z
83.56.240.105; 2016-02-27T18:16:12.026Z
217.217.182.1; 2016-02-27T18:16:12.178Z
83.56.240.105; 2016-02-27T18:16:13.359Z
217.217.182.1; 2016-02-27T18:16:13.955Z
83.56.240.105; 2016-02-27T18:16:14.720Z
83.56.240.105; 2016-02-27T18:16:16.149Z
83.56.240.105; 2016-02-27T18:16:16.433Z
217.217.182.1; 2016-02-27T18:16:16.904Z
83.56.240.105; 2016-02-27T18:16:17.568Z
217.217.182.1; 2016-02-27T18:16:18.738Z
83.56.240.105; 2016-02-27T18:16:19.526Z
217.217.182.1; 2016-02-27T18:16:20.552Z
83.56.240.105; 2016-02-27T18:16:20.899Z
83.56.240.105; 2016-02-27T18:16:21.665Z
83.56.240.105; 2016-02-27T18:16:22.254Z
217.217.182.1; 2016-02-27T18:16:22.436Z
83.56.240.105; 2016-02-27T18:16:23.591Z
217.217.182.1; 2016-02-27T18:16:23.991Z
83.56.240.105; 2016-02-27T18:16:25.187Z
217.217.182.1; 2016-02-27T18:16:26.580Z
83.56.240.105; 2016-02-27T18:16:26.844Z
83.56.240.105; 2016-02-27T18:16:27.074Z
83.56.240.105; 2016-02-27T18:16:28.454Z
217.217.182.1; 2016-02-27T18:16:28.658Z
83.56.240.105; 2016-02-27T18:16:29.936Z
217.217.182.1; 2016-02-27T18:16:30.432Z
83.56.240.105; 2016-02-27T18:16:31.587Z
83.56.240.105; 2016-02-27T18:16:31.925Z
217.217.182.1; 2016-02-27T18:16:32.544Z
83.56.240.105; 2016-02-27T18:16:33.019Z
83.56.240.105; 2016-02-27T18:16:34.459Z
217.217.182.1; 2016-02-27T18:16:35.607Z
83.56.240.105; 2016-02-27T18:16:35.821Z
83.56.240.105; 2016-02-27T18:16:37.199Z
83.56.240.105; 2016-02-27T18:16:37.415Z
217.217.182.1; 2016-02-27T18:16:37.721Z
83.56.240.105; 2016-02-27T18:16:39.096Z
217.217.182.1; 2016-02-27T18:16:39.330Z
83.56.240.105; 2016-02-27T18:16:40.464Z
217.217.182.1; 2016-02-27T18:16:42.188Z
83.56.240.105; 2016-02-27T18:16:42.463Z
83.56.240.105; 2016-02-27T18:16:42.502Z
217.217.182.1; 2016-02-27T18:16:43.842Z
83.56.240.105; 2016-02-27T18:16:43.922Z
83.56.240.105; 2016-02-27T18:16:45.291Z
217.217.182.1; 2016-02-27T18:16:45.757Z
83.56.240.105; 2016-02-27T18:16:46.661Z
83.56.240.105; 2016-02-27T18:16:47.711Z
217.217.182.1; 2016-02-27T18:16:48.133Z
83.56.240.105; 2016-02-27T18:16:48.258Z
217.217.182.1; 2016-02-27T18:16:49.690Z
83.56.240.105; 2016-02-27T18:16:49.799Z
83.56.240.105; 2016-02-27T18:16:51.277Z
217.217.182.1; 2016-02-27T18:16:51.727Z
83.56.240.105; 2016-02-27T18:16:53.028Z
83.56.240.105; 2016-02-27T18:16:53.150Z
217.217.182.1; 2016-02-27T18:16:53.622Z
83.56.240.105; 2016-02-27T18:16:54.523Z
217.217.182.1; 2016-02-27T18:16:55.857Z
83.56.240.105; 2016-02-27T18:16:55.923Z
83.56.240.105; 2016-02-27T18:16:57.378Z
217.217.182.1; 2016-02-27T18:16:57.861Z
83.56.240.105; 2016-02-27T18:16:58.447Z
79.155.81.140; 2016-02-27T18:16:58.501Z
83.56.240.105; 2016-02-27T18:16:58.780Z
217.217.182.1; 2016-02-27T18:17:00.058Z
83.56.240.105; 2016-02-27T18:17:00.214Z
79.155.81.140; 2016-02-27T18:17:01.253Z
83.56.240.105; 2016-02-27T18:17:01.755Z
217.217.182.1; 2016-02-27T18:17:03.175Z
83.56.240.105; 2016-02-27T18:17:03.187Z
83.56.240.105; 2016-02-27T18:17:03.589Z
79.155.81.140; 2016-02-27T18:17:04.271Z
83.56.240.105; 2016-02-27T18:17:04.616Z
83.56.240.105; 2016-02-27T18:17:06.026Z
217.217.182.1; 2016-02-27T18:17:06.691Z
83.56.240.105; 2016-02-27T18:17:07.531Z
79.155.81.140; 2016-02-27T18:17:07.608Z
83.56.240.105; 2016-02-27T18:17:08.928Z
83.56.240.105; 2016-02-27T18:17:09.007Z
217.217.182.1; 2016-02-27T18:17:09.268Z
83.56.240.105; 2016-02-27T18:17:10.457Z
79.155.81.140; 2016-02-27T18:17:10.943Z
83.56.240.105; 2016-02-27T18:17:11.891Z
217.217.182.1; 2016-02-27T18:17:11.979Z
83.56.240.105; 2016-02-27T18:17:13.357Z
79.155.81.140; 2016-02-27T18:17:13.928Z
83.56.240.105; 2016-02-27T18:17:14.131Z
217.217.182.1; 2016-02-27T18:17:14.263Z
83.56.240.105; 2016-02-27T18:17:14.815Z
217.217.182.1; 2016-02-27T18:17:16.685Z
79.155.81.140; 2016-02-27T18:17:16.938Z
83.56.240.105; 2016-02-27T18:17:17.102Z
83.56.240.105; 2016-02-27T18:17:18.534Z
217.217.182.1; 2016-02-27T18:17:18.848Z
83.56.240.105; 2016-02-27T18:17:19.871Z
79.155.81.140; 2016-02-27T18:17:19.956Z
83.56.240.105; 2016-02-27T18:17:20.037Z
217.217.182.1; 2016-02-27T18:17:21.462Z
83.56.240.105; 2016-02-27T18:17:21.520Z
217.216.50.154; 2016-02-27T18:17:22.993Z
83.56.240.105; 2016-02-27T18:17:23.017Z
79.155.81.140; 2016-02-27T18:17:23.246Z
217.217.182.1; 2016-02-27T18:17:24.053Z
83.56.240.105; 2016-02-27T18:17:24.516Z
83.56.240.105; 2016-02-27T18:17:25.071Z
83.56.240.105; 2016-02-27T18:17:25.972Z
79.155.81.140; 2016-02-27T18:17:26.496Z
217.217.182.1; 2016-02-27T18:17:26.505Z
83.56.240.105; 2016-02-27T18:17:27.507Z
217.217.182.1; 2016-02-27T18:17:28.690Z
83.56.240.105; 2016-02-27T18:17:29.584Z
79.155.81.140; 2016-02-27T18:17:29.640Z
83.56.240.105; 2016-02-27T18:17:30.724Z
217.217.182.1; 2016-02-27T18:17:30.912Z
83.56.240.105; 2016-02-27T18:17:31.334Z
83.56.240.105; 2016-02-27T18:17:32.911Z
79.155.81.140; 2016-02-27T18:17:33.157Z
217.217.182.1; 2016-02-27T18:17:33.764Z
83.56.240.105; 2016-02-27T18:17:34.524Z
83.56.240.105; 2016-02-27T18:17:35.859Z
83.56.240.105; 2016-02-27T18:17:36.274Z
217.217.182.1; 2016-02-27T18:17:36.516Z
83.56.240.105; 2016-02-27T18:17:37.754Z
217.217.182.1; 2016-02-27T18:17:38.975Z
83.56.240.105; 2016-02-27T18:17:39.242Z
83.56.240.105; 2016-02-27T18:17:40.757Z
83.56.240.105; 2016-02-27T18:17:41.104Z
217.217.182.1; 2016-02-27T18:17:41.426Z
83.56.240.105; 2016-02-27T18:17:42.309Z
217.217.182.1; 2016-02-27T18:17:43.641Z
83.56.240.105; 2016-02-27T18:17:44.570Z
83.56.240.105; 2016-02-27T18:17:46.038Z
217.217.182.1; 2016-02-27T18:17:46.146Z
83.56.240.105; 2016-02-27T18:17:46.374Z
83.56.240.105; 2016-02-27T18:17:47.575Z
217.217.182.1; 2016-02-27T18:17:48.605Z
83.56.240.105; 2016-02-27T18:17:49.192Z
83.56.240.105; 2016-02-27T18:17:50.810Z
217.217.182.1; 2016-02-27T18:17:51.374Z
83.56.240.105; 2016-02-27T18:17:51.506Z
83.56.240.105; 2016-02-27T18:17:52.564Z
217.217.182.1; 2016-02-27T18:17:53.712Z
83.56.240.105; 2016-02-27T18:17:54.942Z
217.217.182.1; 2016-02-27T18:17:55.782Z
83.56.240.105; 2016-02-27T18:17:56.440Z
83.56.240.105; 2016-02-27T18:17:57.176Z
83.56.240.105; 2016-02-27T18:17:57.921Z
217.217.182.1; 2016-02-27T18:17:57.984Z
83.56.240.105; 2016-02-27T18:18:00.064Z
217.217.182.1; 2016-02-27T18:18:00.065Z
217.217.182.1; 2016-02-27T18:18:02.095Z
83.56.240.105; 2016-02-27T18:18:02.110Z
83.56.240.105; 2016-02-27T18:18:02.800Z
83.56.240.105; 2016-02-27T18:18:04.013Z
217.217.182.1; 2016-02-27T18:18:04.224Z
83.56.240.105; 2016-02-27T18:18:05.544Z
217.217.182.1; 2016-02-27T18:18:06.348Z
83.56.240.105; 2016-02-27T18:18:07.327Z
83.56.240.105; 2016-02-27T18:18:08.048Z
217.217.182.1; 2016-02-27T18:18:08.510Z
83.56.240.105; 2016-02-27T18:18:09.333Z
217.217.182.1; 2016-02-27T18:18:10.657Z
83.56.240.105; 2016-02-27T18:18:11.596Z
217.217.182.1; 2016-02-27T18:18:12.717Z
83.56.240.105; 2016-02-27T18:18:13.358Z
83.56.240.105; 2016-02-27T18:18:13.990Z
83.56.240.105; 2016-02-27T18:18:14.897Z
217.217.182.1; 2016-02-27T18:18:14.987Z
83.56.240.105; 2016-02-27T18:18:16.606Z
217.217.182.1; 2016-02-27T18:18:17.218Z
83.56.240.105; 2016-02-27T18:18:18.065Z
